DFT CELL ADDRESS REPORT (Rich),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,,,,,,,,,
General,,,,,,,,,,
0,,,,,,,,,,
Slave Address 0x54,,,,,,,,,,
Addresses,,,,,,,,,,
File,Cell Desc,Address,Ten,Bit,A/D,Address,Desc,Bit,POR,POR
ten_7e48a0c0_XU2_4c867da6_XDEBUG,ten_7e48a0c0_XU2_4c867da6_XDEBUG,0x1F,T,7,257,257,257,257,0,0
ten_7e6d3e04_XU1,ten_7e6d3e04_XU1,0x09,T,0,257,257,257,257,0,0
ten_7e6d3e04_XU1_4c867da6_XDEBUG,ten_7e6d3e04_XU1_4c867da6_XDEBUG,0x20,T,0,257,257,257,257,0,0
ten_81f80d4d_XU8,ten_81f80d4d_XU8,0x14,T,7,257,257,257,257,0,0
ten_81f80d4d_XU8_88e49508_XDEBUG,ten_81f80d4d_XU8_88e49508_XDEBUG,0x2B,T,4,257,257,257,257,0,0
ten_83ff2716_XU8,ten_83ff2716_XU8,0x0E,T,5,257,257,257,257,0,0
ten_83ff2716_XU8_f255c70e_XDEBUG,ten_83ff2716_XU8_f255c70e_XDEBUG,0x25,T,3,257,257,257,257,0,0
ten_913fa695_XU7,ten_913fa695_XU7,0x0E,T,4,257,257,257,257,0,0
ten_913fa695_XU7_f255c70e_XDEBUG,ten_913fa695_XU7_f255c70e_XDEBUG,0x25,T,4,257,257,257,257,0,0
ten_950364d7_XU54,ten_950364d7_XU54,0x10,T,0,D,0x10,tdi_950364d7_XU54,0,0,0
ten_95483466_XU2,ten_95483466_XU2,0x0E,T,2,257,257,257,257,0,0
ten_95483466_XU2_f255c70e_XDEBUG,ten_95483466_XU2_f255c70e_XDEBUG,0x25,T,5,257,257,257,257,0,0
ten_9e0c6a0f_XU20,ten_9e0c6a0f_XU20,0x03,T,3,D,0x03,tdi_9e0c6a0f_XU20,3,0,0
ten_9e0c6a0f_XU20_76edd7de_XCONTROL,ten_9e0c6a0f_XU20_76edd7de_XCONTROL,0x18,T,7,D,0x18,tdi_9e0c6a0f_XU20_76edd7de_XCONTROL,7,0,0
ten_a6a0ac97_XU3,ten_a6a0ac97_XU3,0x12,T,2,257,257,257,257,0,0
ten_a6a0ac97_XU3_63f6e3c4_XDEBUG,ten_a6a0ac97_XU3_63f6e3c4_XDEBUG,0x29,T,2,257,257,257,257,0,0
ten_b20889dd_XU21,ten_b20889dd_XU21,0x01,T,5,D,0x01,tdi_b20889dd_XU21,2,0,0
ten_b20889dd_XU21_be4c5eaa_XDEBUG,ten_b20889dd_XU21_be4c5eaa_XDEBUG,0x17,T,1,D,0x16,tdi_b20889dd_XU21_be4c5eaa_XDEBUG,6,0,0
ten_b275df66_XU92,ten_b275df66_XU92,0x03,T,7,D,0x03,tdi_b275df66_XU92,7,0,0
ten_bdb7126b_XU6_be4c5eaa_XDEBUG,ten_bdb7126b_XU6_be4c5eaa_XDEBUG,0x16,T,5,D,0x16,tdi_bdb7126b_XU6_be4c5eaa_XDEBUG,3,0,0
ten_c406e2e9_XU16,ten_c406e2e9_XU16,0x03,T,1,D,0x03,tdi_c406e2e9_XU16,1,0,0
ten_c69fe1aa_XU8,ten_c69fe1aa_XU8,0x0D,T,1,257,257,257,257,0,0
ten_c69fe1aa_XU8_1cec7299_XDEBUG,ten_c69fe1aa_XU8_1cec7299_XDEBUG,0x22,T,6,257,257,257,257,0,0
ten_cd882763_XU15,ten_cd882763_XU15,0x12,T,0,257,257,257,257,0,0
ten_cd882763_XU15_63f6e3c4_XDEBUG,ten_cd882763_XU15_63f6e3c4_XDEBUG,0x29,T,4,257,257,257,257,0,0
ten_d748b831_XU15,ten_d748b831_XU15,0x0C,T,3,257,257,257,257,0,0
ten_d748b831_XU15_1cec7299_XDEBUG,ten_d748b831_XU15_1cec7299_XDEBUG,0x23,T,0,257,257,257,257,0,0
ten_d922ca5f_XU6,ten_d922ca5f_XU6,0x0E,T,3,257,257,257,257,0,0
ten_d922ca5f_XU6_f255c70e_XDEBUG,ten_d922ca5f_XU6_f255c70e_XDEBUG,0x25,T,6,257,257,257,257,0,0
ten_dc7df0cc_XU18,ten_dc7df0cc_XU18,0x03,T,2,D,0x03,tdi_dc7df0cc_XU18,2,0,0
ten_e1c50519_XU90,ten_e1c50519_XU90,0x03,T,5,D,0x03,tdi_e1c50519_XU90,5,0,0
ten_e5798d25_XU18,ten_e5798d25_XU18,0x06,T,4,257,257,257,257,0,0
ten_e5798d25_XU18_c1b82e6f_XDEBUG,ten_e5798d25_XU18_c1b82e6f_XDEBUG,0x1C,T,1,D,0x1A,tdi_e5798d25_XU18_c1b82e6f_XDEBUG,7,0,0
ten_ec5776d4_XU6,ten_ec5776d4_XU6,0x12,T,3,257,257,257,257,0,0
ten_ec5776d4_XU6_63f6e3c4_XDEBUG,ten_ec5776d4_XU6_63f6e3c4_XDEBUG,0x29,T,3,257,257,257,257,0,0
ten_ed87e5db_XU5,ten_ed87e5db_XU5,0x14,T,5,257,257,257,257,0,0
ten_ed87e5db_XU5_88e49508_XDEBUG,ten_ed87e5db_XU5_88e49508_XDEBUG,0x2B,T,5,257,257,257,257,0,0
ten_efe3dfd4_XU91,ten_efe3dfd4_XU91,0x03,T,6,D,0x03,tdi_efe3dfd4_XU91,6,0,0
ten_f4762d45_XU11,ten_f4762d45_XU11,0x0C,T,1,257,257,257,257,0,0
ten_f4762d45_XU11_1cec7299_XDEBUG,ten_f4762d45_XU11_1cec7299_XDEBUG,0x23,T,1,257,257,257,257,0,0
ten_f614d104_XU20,ten_f614d104_XU20,0x01,T,4,D,0x01,tdi_f614d104_XU20,1,0,0
ten_f614d104_XU20_be4c5eaa_XDEBUG,ten_f614d104_XU20_be4c5eaa_XDEBUG,0x17,T,2,D,0x16,tdi_f614d104_XU20_be4c5eaa_XDEBUG,7,0,0
ten_f665b623_XU6,ten_f665b623_XU6,0x14,T,6,257,257,257,257,0,0
ten_f665b623_XU6_88e49508_XDEBUG,ten_f665b623_XU6_88e49508_XDEBUG,0x2B,T,6,257,257,257,257,0,0
ten_f83f6ba2_XU10,ten_f83f6ba2_XU10,0x05,T,7,D,0x05,tdi_f83f6ba2_XU10,3,0,0
ten_f83f6ba2_XU10_c1b82e6f_XDEBUG,ten_f83f6ba2_XU10_c1b82e6f_XDEBUG,0x1C,T,2,257,257,257,257,0,0
ten_fc840bff_XU4,ten_fc840bff_XU4,0x01,T,7,D,0x01,tdi_fc840bff_XU4,4,0,0
ten_fc840bff_XU4_be4c5eaa_XDEBUG,ten_fc840bff_XU4_be4c5eaa_XDEBUG,0x16,T,6,D,0x16,tdi_fc840bff_XU4_be4c5eaa_XDEBUG,4,0,0
ten_fcfb2c12_XU12,ten_fcfb2c12_XU12,0x06,T,1,D,0x05,tdi_fcfb2c12_XU12,5,0,0
ten_fcfb2c12_XU12_c1b82e6f_XDEBUG,ten_fcfb2c12_XU12_c1b82e6f_XDEBUG,0x1C,T,3,257,257,257,257,0,0
ten_hijack_0b40c959_XU6,ten_hijack_0b40c959_XU6,0x1F,T,2,257,257,257,257,0,0
ten_hijack_0b40c959_XU6_4c867da6_XDEBUG,ten_hijack_0b40c959_XU6_4c867da6_XDEBUG,0x20,T,1,257,257,257,257,0,0
ten_hijack_1762d8ee_XU11,ten_hijack_1762d8ee_XU11,0x16,T,0,257,257,257,257,0,0
ten_hijack_1762d8ee_XU11_be4c5eaa_XDEBUG,ten_hijack_1762d8ee_XU11_be4c5eaa_XDEBUG,0x17,T,3,257,257,257,257,0,0
ten_hijack_297df8ef_XU1,ten_hijack_297df8ef_XU1,0x2B,T,0,257,257,257,257,0,0
ten_hijack_54e727e4_XU15,ten_hijack_54e727e4_XU15,0x1E,T,0,257,257,257,257,0,0
ten_hijack_54e727e4_XU15_4c867da6_XDEBUG,ten_hijack_54e727e4_XU15_4c867da6_XDEBUG,0x20,T,2,257,257,257,257,0,0
ten_hijack_55e03ae5_XU16,ten_hijack_55e03ae5_XU16,0x1E,T,2,257,257,257,257,0,0
ten_hijack_55e03ae5_XU16_4c867da6_XDEBUG,ten_hijack_55e03ae5_XU16_4c867da6_XDEBUG,0x20,T,3,257,257,257,257,0,0
ten_hijack_6613b2af_XU3,ten_hijack_6613b2af_XU3,0x22,T,2,257,257,257,257,0,0
ten_hijack_6613b2af_XU3_1cec7299_XDEBUG,ten_hijack_6613b2af_XU3_1cec7299_XDEBUG,0x23,T,2,257,257,257,257,0,0
ten_hijack_7e3d0298_XU27,ten_hijack_7e3d0298_XU27,0x1E,T,6,257,257,257,257,0,0
ten_hijack_7e3d0298_XU27_4c867da6_XDEBUG,ten_hijack_7e3d0298_XU27_4c867da6_XDEBUG,0x20,T,4,257,257,257,257,0,0
ten_hijack_9929432d_XU17,ten_hijack_9929432d_XU17,0x1E,T,4,257,257,257,257,0,0
ten_hijack_9929432d_XU17_4c867da6_XDEBUG,ten_hijack_9929432d_XU17_4c867da6_XDEBUG,0x20,T,5,257,257,257,257,0,0
ten_hijack_9b5d9ad2_XU29,ten_hijack_9b5d9ad2_XU29,0x1F,T,0,257,257,257,257,0,0
ten_hijack_9b5d9ad2_XU29_4c867da6_XDEBUG,ten_hijack_9b5d9ad2_XU29_4c867da6_XDEBUG,0x20,T,6,257,257,257,257,0,0
ten_hijack_a6d52f4f_XU9,ten_hijack_a6d52f4f_XU9,0x1A,T,4,257,257,257,257,0,0
ten_hijack_a6d52f4f_XU9_c1b82e6f_XDEBUG,ten_hijack_a6d52f4f_XU9_c1b82e6f_XDEBUG,0x1C,T,4,257,257,257,257,0,0
ten_hijack_af379456_XU5,ten_hijack_af379456_XU5,0x1A,T,0,257,257,257,257,0,0
ten_hijack_af379456_XU5_c1b82e6f_XDEBUG,ten_hijack_af379456_XU5_c1b82e6f_XDEBUG,0x1C,T,5,257,257,257,257,0,0
ten_hijack_c5202207_Xdfthijack1,ten_hijack_c5202207_Xdfthijack1,0x1F,T,4,257,257,257,257,0,0
ten_hijack_c5202207_Xdfthijack1_4c867da6_XDEBUG,ten_hijack_c5202207_Xdfthijack1_4c867da6_XDEBUG,0x21,T,5,257,257,257,257,0,0
ten_hijack_c541f94b_XU16,ten_hijack_c541f94b_XU16,0x22,T,0,257,257,257,257,0,0
ten_hijack_c541f94b_XU16_1cec7299_XDEBUG,ten_hijack_c541f94b_XU16_1cec7299_XDEBUG,0x23,T,3,257,257,257,257,0,0
ten_hijack_cad020c2_XU6,ten_hijack_cad020c2_XU6,0x1A,T,2,257,257,257,257,0,0
ten_hijack_cad020c2_XU6_c1b82e6f_XDEBUG,ten_hijack_cad020c2_XU6_c1b82e6f_XDEBUG,0x1C,T,6,257,257,257,257,0,0
ten_hijack_dcf795e2_XU14,ten_hijack_dcf795e2_XU14,0x2B,T,2,257,257,257,257,0,0
ten_hijack_de422ccd_XU11,ten_hijack_de422ccd_XU11,0x25,T,0,257,257,257,257,0,0
ten_hijack_de422ccd_XU11_f255c70e_XDEBUG,ten_hijack_de422ccd_XU11_f255c70e_XDEBUG,0x25,T,7,257,257,257,257,0,0
ten_hijacki_0b40c959_XU6,ten_hijacki_0b40c959_XU6,0x1F,T,3,257,257,257,257,0,0
ten_hijacki_0b40c959_XU6_4c867da6_XDEBUG,ten_hijacki_0b40c959_XU6_4c867da6_XDEBUG,0x20,T,7,257,257,257,257,0,0
ten_hijacki_1762d8ee_XU11,ten_hijacki_1762d8ee_XU11,0x16,T,1,257,257,257,257,0,0
ten_hijacki_1762d8ee_XU11_be4c5eaa_XDEBUG,ten_hijacki_1762d8ee_XU11_be4c5eaa_XDEBUG,0x17,T,4,257,257,257,257,0,0
ten_hijacki_297df8ef_XU1,ten_hijacki_297df8ef_XU1,0x2B,T,1,257,257,257,257,0,0
ten_hijacki_54e727e4_XU15,ten_hijacki_54e727e4_XU15,0x1E,T,1,257,257,257,257,0,0
ten_hijacki_54e727e4_XU15_4c867da6_XDEBUG,ten_hijacki_54e727e4_XU15_4c867da6_XDEBUG,0x21,T,0,257,257,257,257,0,0
ten_hijacki_55e03ae5_XU16,ten_hijacki_55e03ae5_XU16,0x1E,T,3,257,257,257,257,0,0
ten_hijacki_55e03ae5_XU16_4c867da6_XDEBUG,ten_hijacki_55e03ae5_XU16_4c867da6_XDEBUG,0x21,T,1,257,257,257,257,0,0
ten_hijacki_6613b2af_XU3,ten_hijacki_6613b2af_XU3,0x22,T,3,257,257,257,257,0,0
ten_hijacki_6613b2af_XU3_1cec7299_XDEBUG,ten_hijacki_6613b2af_XU3_1cec7299_XDEBUG,0x23,T,4,257,257,257,257,0,0
ten_hijacki_7e3d0298_XU27,ten_hijacki_7e3d0298_XU27,0x1E,T,7,257,257,257,257,0,0
ten_hijacki_7e3d0298_XU27_4c867da6_XDEBUG,ten_hijacki_7e3d0298_XU27_4c867da6_XDEBUG,0x21,T,2,257,257,257,257,0,0
ten_hijacki_9929432d_XU17,ten_hijacki_9929432d_XU17,0x1E,T,5,257,257,257,257,0,0
ten_hijacki_9929432d_XU17_4c867da6_XDEBUG,ten_hijacki_9929432d_XU17_4c867da6_XDEBUG,0x21,T,3,257,257,257,257,0,0
ten_hijacki_9b5d9ad2_XU29,ten_hijacki_9b5d9ad2_XU29,0x1F,T,1,257,257,257,257,0,0
ten_hijacki_9b5d9ad2_XU29_4c867da6_XDEBUG,ten_hijacki_9b5d9ad2_XU29_4c867da6_XDEBUG,0x21,T,4,257,257,257,257,0,0
ten_hijacki_a6d52f4f_XU9,ten_hijacki_a6d52f4f_XU9,0x1A,T,5,257,257,257,257,0,0
ten_hijacki_a6d52f4f_XU9_c1b82e6f_XDEBUG,ten_hijacki_a6d52f4f_XU9_c1b82e6f_XDEBUG,0x1C,T,7,257,257,257,257,0,0
ten_hijacki_af379456_XU5,ten_hijacki_af379456_XU5,0x1A,T,1,257,257,257,257,0,0
ten_hijacki_c5202207_Xdfthijack1,ten_hijacki_c5202207_Xdfthijack1,0x1F,T,5,257,257,257,257,0,0
ten_hijacki_c5202207_Xdfthijack1_4c867da6_XDEBUG,ten_hijacki_c5202207_Xdfthijack1_4c867da6_XDEBUG,0x21,T,6,257,257,257,257,0,0
ten_hijacki_c541f94b_XU16,ten_hijacki_c541f94b_XU16,0x22,T,1,257,257,257,257,0,0
ten_hijacki_c541f94b_XU16_1cec7299_XDEBUG,ten_hijacki_c541f94b_XU16_1cec7299_XDEBUG,0x23,T,5,257,257,257,257,0,0
ten_hijacki_cad020c2_XU6,ten_hijacki_cad020c2_XU6,0x1A,T,3,257,257,257,257,0,0
ten_hijacki_dcf795e2_XU14,ten_hijacki_dcf795e2_XU14,0x2B,T,3,257,257,257,257,0,0
ten_hijacki_de422ccd_XU11,ten_hijacki_de422ccd_XU11,0x25,T,1,257,257,257,257,0,0
ten_measure_currentlimit_14d08c8e_XU3,ten_measure_currentlimit_14d08c8e_XU3,0x05,T,3,257,257,257,257,0,0
ten_measure_currentlimit_14d08c8e_XU3_ba40258e_XBOTSW,ten_measure_currentlimit_14d08c8e_XU3_ba40258e_XBOTSW,0x1B,T,2,257,257,257,257,0,0
ten_measure_currentlimit_2d447a5c_XU17,ten_measure_currentlimit_2d447a5c_XU17,0x05,T,1,257,257,257,257,0,0
ten_measure_currentlimit_2d447a5c_XU17_ba40258e_XBOTSW,ten_measure_currentlimit_2d447a5c_XU17_ba40258e_XBOTSW,0x1B,T,4,257,257,257,257,0,0
ten_measure_currentlimit_98fa5525_XU2,ten_measure_currentlimit_98fa5525_XU2,0x07,T,5,257,257,257,257,0,0
ten_measure_currentlimit_a0afb596_XU9,ten_measure_currentlimit_a0afb596_XU9,0x05,T,5,257,257,257,257,0,0
ten_measure_currentlimit_a0afb596_XU9_ba40258e_XBOTSW,ten_measure_currentlimit_a0afb596_XU9_ba40258e_XBOTSW,0x1B,T,3,257,257,257,257,0,0
ten_osc_90c263a6_XOSCEXT_e3014061_XMAIN,ten_osc_90c263a6_XOSCEXT_e3014061_XMAIN,0x17,T,5,257,257,257,257,0,0
ten_padopendrain_54c5b105_XU4,ten_padopendrain_54c5b105_XU4,0x0D,T,6,257,257,257,257,0,0
ten_ref_553d3e5b_XU4,ten_ref_553d3e5b_XU4,0x12,T,6,257,257,257,257,0,0
ten_ref_553d3e5b_XU4_2345cd7b_XMAIN,ten_ref_553d3e5b_XU4_2345cd7b_XMAIN,0x29,T,5,257,257,257,257,0,0
ten_refbg_553d3e5b_XU4,ten_refbg_553d3e5b_XU4,0x12,T,7,257,257,257,257,0,0
ten_refbg_553d3e5b_XU4_2345cd7b_XMAIN,ten_refbg_553d3e5b_XU4_2345cd7b_XMAIN,0x29,T,6,257,257,257,257,0,0
ten_taiislopecomp_f4252e65_XU22,ten_taiislopecomp_f4252e65_XU22,0x07,T,7,257,257,257,257,0,0
ten_taiv2v5_23bb219c_Xvbias1_2345cd7b_XMAIN,ten_taiv2v5_23bb219c_Xvbias1_2345cd7b_XMAIN,0x29,T,7,257,257,257,257,0,0
