DFT CELL ADDRESS REPORT (Rich),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,,,,,,,,,
General,,,,,,,,,,
0,,,,,,,,,,
Slave Address 0x54,,,,,,,,,,
Addresses,,,,,,,,,,
File,Cell Desc,Address,Ten,Bit,A/D,Address,Desc,Bit,POR,POR
ten_hijacki_7e3d0298_XU27,ten_hijacki_7e3d0298_XU27,0x0A,T,1,257,257,257,257,0,0
ten_hijacki_9929432d_XU17,ten_hijacki_9929432d_XU17,0x09,T,6,257,257,257,257,0,0
ten_hijacki_9b5d9ad2_XU29,ten_hijacki_9b5d9ad2_XU29,0x0A,T,5,257,257,257,257,0,0
ten_hijacki_a6d52f4f_XU9,ten_hijacki_a6d52f4f_XU9,0x07,T,3,257,257,257,257,0,0
ten_hijacki_af379456_XU5,ten_hijacki_af379456_XU5,0x06,T,7,257,257,257,257,0,0
ten_hijacki_c541f94b_XU16,ten_hijacki_c541f94b_XU16,0x0C,T,5,257,257,257,257,0,0
ten_hijacki_cad020c2_XU6,ten_hijacki_cad020c2_XU6,0x07,T,1,257,257,257,257,0,0
ten_hijacki_dcf795e2_XU14,ten_hijacki_dcf795e2_XU14,0x14,T,4,257,257,257,257,0,0
ten_hijacki_de422ccd_XU11,ten_hijacki_de422ccd_XU11,0x0E,T,1,257,257,257,257,0,0
ten_measure_currentlimit_2d447a5c_XU17,ten_measure_currentlimit_2d447a5c_XU17,0x05,T,1,257,257,257,257,0,0
ten_measure_currentlimit_945fe712_XU8,ten_measure_currentlimit_945fe712_XU8,0x05,T,3,257,257,257,257,0,0
ten_measure_currentlimit_98fa5525_XU2,ten_measure_currentlimit_98fa5525_XU2,0x07,T,5,257,257,257,257,0,0
ten_measure_currentlimit_a0afb596_XU9,ten_measure_currentlimit_a0afb596_XU9,0x05,T,5,257,257,257,257,0,0
ten_padopendrain_54c5b105_XU4,ten_padopendrain_54c5b105_XU4,0x0D,T,6,257,257,257,257,0,0
ten_ref_553d3e5b_XU4,ten_ref_553d3e5b_XU4,0x12,T,6,257,257,257,257,0,0
ten_refbg_553d3e5b_XU4,ten_refbg_553d3e5b_XU4,0x12,T,7,257,257,257,257,0,0
ten_taiislopecomp_f4252e65_XU22,ten_taiislopecomp_f4252e65_XU22,0x07,T,7,257,257,257,257,0,0
